Jahr;ICD10_Code;Diagnose_Bezeichnung;maennlich_unter_1_Jahr;maennlich_1_bis_unter_5_Jahre;maennlich_5_bis_unter_10_Jahre;maennlich_10_bis_unter_15_Jahre;maennlich_15_bis_unter_18_Jahre;maennlich_18_bis_unter_20_Jahre;maennlich_20_bis_unter_25_Jahre;maennlich_25_bis_unter_30_Jahre;maennlich_30_bis_unter_35_Jahre;maennlich_35_bis_unter_40_Jahre;maennlich_40_bis_unter_45_Jahre;maennlich_45_bis_unter_50_Jahre;maennlich_50_bis_unter_55_Jahre;maennlich_55_bis_unter_60_Jahre;maennlich_60_bis_unter_65_Jahre;maennlich_65_bis_unter_70_Jahre;maennlich_70_bis_unter_75_Jahre;maennlich_75_bis_unter_80_Jahre;maennlich_80_bis_unter_85_Jahre;maennlich_85_bis_unter_90_Jahre;maennlich_90_bis_unter_95_Jahre;maennlich_95_Jahre_und_mehr;maennlich_insgesamt;weiblich_unter_1_Jahr;weiblich_1_bis_unter_5_Jahre;weiblich_5_bis_unter_10_Jahre;weiblich_10_bis_unter_15_Jahre;weiblich_15_bis_unter_18_Jahre;weiblich_18_bis_unter_20_Jahre;weiblich_20_bis_unter_25_Jahre;weiblich_25_bis_unter_30_Jahre;weiblich_30_bis_unter_35_Jahre;weiblich_35_bis_unter_40_Jahre;weiblich_40_bis_unter_45_Jahre;weiblich_45_bis_unter_50_Jahre;weiblich_50_bis_unter_55_Jahre;weiblich_55_bis_unter_60_Jahre;weiblich_60_bis_unter_65_Jahre;weiblich_65_bis_unter_70_Jahre;weiblich_70_bis_unter_75_Jahre;weiblich_75_bis_unter_80_Jahre;weiblich_80_bis_unter_85_Jahre;weiblich_85_bis_unter_90_Jahre;weiblich_90_bis_unter_95_Jahre;weiblich_95_Jahre_und_mehr;weiblich_insgesamt;insgesamt_unter_1_Jahr;insgesamt_1_bis_unter_5_Jahre;insgesamt_5_bis_unter_10_Jahre;insgesamt_10_bis_unter_15_Jahre;insgesamt_15_bis_unter_18_Jahre;insgesamt_18_bis_unter_20_Jahre;insgesamt_20_bis_unter_25_Jahre;insgesamt_25_bis_unter_30_Jahre;insgesamt_30_bis_unter_35_Jahre;insgesamt_35_bis_unter_40_Jahre;insgesamt_40_bis_unter_45_Jahre;insgesamt_45_bis_unter_50_Jahre;insgesamt_50_bis_unter_55_Jahre;insgesamt_55_bis_unter_60_Jahre;insgesamt_60_bis_unter_65_Jahre;insgesamt_65_bis_unter_70_Jahre;insgesamt_70_bis_unter_75_Jahre;insgesamt_75_bis_unter_80_Jahre;insgesamt_80_bis_unter_85_Jahre;insgesamt_85_bis_unter_90_Jahre;insgesamt_90_bis_unter_95_Jahre;insgesamt_95_Jahre_und_mehr;insgesamt_insgesamt
2024;ICD10-A63;    Sonst. vorwiegend d.Geschlechtsverk.übertr.Krankh.;0;0;1;0;0;0;2;2;4;1;2;0;1;2;1;0;0;0;1;0;0;0;17;0;0;0;0;0;0;0;2;1;3;1;2;0;0;0;0;0;0;0;0;0;0;9;0;0;1;0;0;0;2;4;5;4;3;2;1;2;1;0;0;0;1;0;0;0;26
2024;ICD10-A64;    Durch Geschlechtsverkehr übertragene Krankheiten;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;5;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;6
2024;ICD10-A65-A69;  Sonstige Spirochätenkrankheiten;2;84;273;249;96;32;81;81;119;146;139;130;121;222;226;191;177;112;104;35;9;1;2630;0;103;248;147;76;22;56;84;84;100;116;103;131;205;173;190;153;113;118;57;11;1;2291;2;187;521;396;172;54;137;165;203;246;255;233;252;427;399;381;330;225;222;92;20;2;4921
2024;ICD10-A65;    Nichtvenerische Syphilis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2024;ICD10-A66;    Frambösie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-A67;    Pinta (Carate);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-A68;    Rückfallfieber;0;0;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;9;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;3;0;0;1;1;0;0;0;0;1;2;1;2;1;0;0;0;1;1;1;0;0;0;12
2024;ICD10-A69;    Sonstige Spirochäteninfektionen;2;84;272;248;96;32;81;81;118;145;138;129;120;222;226;191;176;111;103;35;9;1;2620;0;103;248;147;76;22;56;84;84;99;116;102;131;205;173;190;152;113;118;57;11;1;2288;2;187;520;395;172;54;137;165;202;244;254;231;251;427;399;381;328;224;221;92;20;2;4908
2024;ICD10-A70-A74;  Sonstige Krankheiten durch Chlamydien;4;2;1;8;1;2;2;2;1;1;0;1;1;6;4;5;4;2;0;0;0;0;47;0;1;2;2;4;2;8;4;7;4;5;3;3;2;2;1;1;1;3;0;0;0;55;4;3;3;10;5;4;10;6;8;5;5;4;4;8;6;6;5;3;3;0;0;0;102
2024;ICD10-A70;    Infektionen durch Chlamydia psittaci;0;0;0;1;0;0;1;0;1;0;0;0;1;3;1;0;0;1;0;0;0;0;9;0;0;0;0;0;0;1;0;1;0;1;2;1;0;0;0;1;0;0;0;0;0;7;0;0;0;1;0;0;2;0;2;0;1;2;2;3;1;0;1;1;0;0;0;0;16
2024;ICD10-A71;    Trachom;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-A74;    Sonstige Krankheiten durch Chlamydien;4;2;1;7;1;2;1;2;0;1;0;1;0;3;3;5;4;1;0;0;0;0;38;0;1;2;2;4;2;7;4;6;4;4;1;2;2;2;1;0;1;3;0;0;0;48;4;3;3;9;5;4;8;6;6;5;4;2;2;5;5;6;4;2;3;0;0;0;86
2024;ICD10-A75-A79;  Rickettsiosen;0;0;1;0;0;0;1;0;5;4;3;3;4;9;2;2;2;3;1;1;0;0;41;0;1;0;2;1;1;1;2;1;2;3;1;4;0;3;3;0;0;2;0;0;0;27;0;1;1;2;1;1;2;2;6;6;6;4;8;9;5;5;2;3;3;1;0;0;68
2024;ICD10-A75;    Fleckfieber;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;1;2;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;3;0;1;1;2;0;1;0;0;0;0;0;0;0;8
2024;ICD10-A77;    Zeckenbissfieber (Rickettsiosen, d.Zecken übertr.);0;0;0;0;0;0;0;0;1;2;0;1;0;1;1;0;0;0;0;0;0;0;6;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;1;0;0;1;1;1;0;1;2;0;1;0;1;1;1;0;0;0;0;0;0;11
2024;ICD10-A78;    Q-Fieber;0;0;0;0;0;0;1;0;1;1;2;2;4;7;1;1;1;3;1;1;0;0;26;0;0;0;1;0;0;0;2;0;1;2;0;0;0;2;2;0;0;2;0;0;0;12;0;0;0;1;0;0;1;2;1;2;4;2;4;7;3;3;1;3;3;1;0;0;38
2024;ICD10-A79;    Sonstige Rickettsiosen;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;1;1;0;0;0;0;1;2;1;0;2;1;0;1;1;0;0;0;0;0;11
2024;ICD10-A80-A89;  Virusinfektionen des Zentralnervensystems;340;171;238;99;44;48;136;182;288;246;195;137;124;208;219;214;168;97;101;48;6;0;3309;227;98;120;46;31;64;158;215;296;211;132;125;114;160;198;142;168;93;115;55;19;2;2789;567;269;358;145;75;112;294;397;584;457;327;262;238;368;417;356;336;190;216;103;25;2;6098
2024;ICD10-A80;    Akute Poliomyelitis (Spinale Kinderlähmung);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024;ICD10-A81;    Atypische Virus-Infektionen d.Zentralnervensystems;0;0;4;0;0;0;5;3;5;8;11;26;19;43;58;70;40;20;27;9;0;0;348;0;0;6;0;0;0;0;1;5;5;10;14;18;27;61;41;66;22;25;5;3;0;309;0;0;10;0;0;0;5;4;10;13;21;40;37;70;119;111;106;42;52;14;3;0;657
2024;ICD10-A82;    Tollwut (Rabies);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-A83;    Virusenzephalitis, durch Moskitos übertragen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
2024;ICD10-A84;    Virusenzephalitis, durch Zecken übertragen;0;11;13;20;13;9;15;18;27;32;27;24;38;62;68;47;55;20;19;5;0;0;523;0;3;6;4;5;8;14;8;13;15;29;28;29;45;52;28;26;7;8;5;0;0;333;0;14;19;24;18;17;29;26;40;47;56;52;67;107;120;75;81;27;27;10;0;0;856
2024;ICD10-A85;    Sonstige Virusenzephalitis, ao.nicht klass.;31;22;13;7;1;5;4;5;5;10;8;1;3;6;7;14;7;4;8;4;0;0;165;21;20;12;3;3;2;4;6;8;5;0;2;2;3;3;6;5;6;3;1;1;0;116;52;42;25;10;4;7;8;11;13;15;8;3;5;9;10;20;12;10;11;5;1;0;281
2024;ICD10-A86;    Virusenzephalitis, nicht näher bezeichnet;7;16;14;6;9;5;14;13;26;23;27;13;14;25;37;38;39;26;26;16;5;0;399;4;8;4;6;3;6;9;18;17;14;8;12;10;14;27;26;31;34;41;23;11;2;328;11;24;18;12;12;11;23;31;43;37;35;25;24;39;64;64;70;60;67;39;16;2;727
2024;ICD10-A87;    Virusmeningitis;296;117;193;64;21;29;98;143;224;172;122;73;49;71;46;43;27;26;21;13;1;0;1849;197;64;91;33;19;48;131;181;251;172;84;67;55;70;55;41;38;24;37;21;4;0;1683;493;181;284;97;40;77;229;324;475;344;206;140;104;141;101;84;65;50;58;34;5;0;3532
2024;ICD10-A88;    Sonstige Virusinfektionen des Zentralnervensystems;6;5;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;1;0;0;18;5;3;1;0;1;0;0;0;2;0;1;0;0;1;0;0;2;0;1;0;0;0;17;11;8;1;2;1;0;0;0;2;0;1;0;1;1;2;0;2;1;1;1;0;0;35
2024;ICD10-A89;    Virusinfektion des Zentralnervensystems, n.n.bez.;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;2;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;2;0;0;0;0;0;0;7
2024;ICD10-A90-A99;  Athropoden-Virus-Kh. u. virales hämorrhag.Fieber;1;1;4;6;11;9;30;49;78;62;51;49;33;54;39;16;18;9;7;2;2;0;531;0;2;1;4;2;5;31;32;34;40;21;30;39;36;21;18;11;7;5;1;0;0;340;1;3;5;10;13;14;61;81;112;102;72;79;72;90;60;34;29;16;12;3;2;0;871
2024;ICD10-A90;    Dengue-Fieber (Klassische Dengue);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-A91;    Hämorrhagisches Dengue-Fieber;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-A92;    Sonstige durch Moskitos übertragene Viruskrankh.;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;2;1;0;1;0;0;0;9;0;1;0;0;0;0;1;2;0;1;0;1;2;0;0;1;1;0;1;1;0;0;12;0;1;0;0;0;0;1;2;3;1;0;1;2;2;0;3;2;0;2;1;0;0;21
2024;ICD10-A93;    Sonst. durch Arthropoden übertragene Viruskrankh.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2024;ICD10-A94;    Durch Arthropoden übertrag. Viruskrankh., n.n.bez.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024;ICD10-A95;    Gelbfieber;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-A96;    Hämorrhagisches Fieber durch Arenaviren;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-A97;    Dengue;1;1;3;5;8;3;9;19;32;22;16;9;12;18;10;6;7;1;1;0;0;0;183;0;1;1;3;1;4;15;23;24;21;10;13;15;17;12;7;1;3;2;0;0;0;173;1;2;4;8;9;7;24;42;56;43;26;22;27;35;22;13;8;4;3;0;0;0;356
2024;ICD10-A98;    Sonst. hämorrhagische Viruskrankh.,ao.nicht klass.;0;0;1;1;3;6;21;29;43;40;35;40;21;34;29;8;10;8;5;2;2;0;338;0;0;0;1;1;1;15;7;10;17;11;16;22;19;9;9;9;4;2;0;0;0;153;0;0;1;2;4;7;36;36;53;57;46;56;43;53;38;17;19;12;7;2;2;0;491
2024;ICD10-A99;    Nicht näher bez. hämorrhagische Viruskrankheit;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2024;ICD10-B00-B09;  Virusinfektionen,gekennz.d.Haut-/Schleimhautläsion;648;1281;355;286;159;119;416;503;618;732;752;676;809;1078;1170;1132;1228;1166;1443;970;303;58;15902;541;1108;378;287;180;104;399;469;600;685;714;758;943;1293;1347;1298;1523;1474;2048;1826;677;200;18852;1189;2389;733;573;339;223;815;972;1218;1417;1466;1434;1752;2371;2517;2430;2751;2640;3491;2796;980;258;34754
2024;ICD10-B00;    Infektionen durch Herpesviren (Herpes simplex);173;511;129;110;71;42;123;90;113;106;89;73;79;139;134;180;112;134;154;92;31;4;2689;132;492;162;105;84;43;137;117;117;101;99;80;101;128;142;156;171;163;206;160;52;16;2964;305;1003;291;215;155;85;260;207;230;207;188;153;180;267;276;336;283;297;360;252;83;20;5653
2024;ICD10-B01;    Varizellen (Windpocken);17;9;11;10;13;11;47;45;40;41;29;31;25;23;25;20;21;14;13;5;2;0;452;16;11;17;14;12;14;43;26;27;28;18;21;13;18;13;8;13;18;15;14;6;0;365;33;20;28;24;25;25;90;71;67;69;47;52;38;41;38;28;34;32;28;19;8;0;817
2024;ICD10-B02;    Zoster (Herpes zoster);1;14;21;43;37;42;196;302;413;524;591;541;668;876;977;902;1070;997;1260;868;268;54;10665;1;9;24;44;37;38;169;285;389;495;552;601;789;1117;1157;1110;1311;1273;1812;1642;615;183;13653;2;23;45;87;74;80;365;587;802;1019;1143;1142;1457;1993;2134;2012;2381;2270;3072;2510;883;237;24318
2024;ICD10-B03;    Pocken;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-B04;    Affenpocken;0;0;0;0;0;1;2;2;2;1;1;1;2;2;0;1;0;0;0;0;0;0;15;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;2;2;1;1;1;2;2;0;1;0;0;0;0;0;0;16
2024;ICD10-B05;    Masern;14;33;6;8;4;3;9;11;9;8;3;4;2;1;0;0;0;0;0;0;0;0;115;13;33;8;4;4;1;8;3;6;4;2;3;2;1;0;0;0;0;0;0;0;0;92;27;66;14;12;8;4;17;14;15;12;5;7;4;2;0;0;0;0;0;0;0;0;207
2024;ICD10-B06;    Röteln (Rubeola, Rubella);0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;5;0;1;0;0;0;0;0;0;2;0;2;0;1;1;0;0;0;1;0;0;0;0;8;0;1;0;0;1;0;1;0;3;0;2;0;1;1;1;0;0;2;0;0;0;0;13
2024;ICD10-B07;    Viruswarzen;0;4;19;31;12;9;18;22;18;19;14;7;13;22;17;14;13;10;10;5;2;0;279;0;5;17;34;12;2;20;9;11;11;9;16;16;14;18;15;13;10;13;6;4;1;256;0;9;36;65;24;11;38;31;29;30;23;23;29;36;35;29;26;20;23;11;6;1;535
2024;ICD10-B08;    Sonst. Virusinfektionen Haut-/Schleimhautläsionen;402;665;144;64;19;8;15;24;15;28;21;12;16;9;9;7;8;6;2;0;0;0;1474;341;519;119;64;30;5;15;20;42;40;28;28;14;8;12;8;8;4;2;3;0;0;1310;743;1184;263;128;49;13;30;44;57;68;49;40;30;17;21;15;16;10;4;3;0;0;2784
2024;ICD10-B09;    N.n.bez. Virusinfektion Haut-/Schleimhautläsionen;41;45;25;20;2;3;5;7;7;5;4;7;4;6;7;8;4;4;4;0;0;0;208;38;38;31;22;1;1;6;9;6;6;4;9;7;6;5;1;7;5;0;1;0;0;203;79;83;56;42;3;4;11;16;13;11;8;16;11;12;12;9;11;9;4;1;0;0;411
2024;ICD10-B15-B19;  Virushepatitis;7;27;43;33;38;24;66;95;111;143;168;167;183;249;270;187;169;85;70;43;12;1;2191;7;17;37;29;33;22;49;69;60;77;93;73;116;156;169;116;100;58;62;42;6;1;1392;14;44;80;62;71;46;115;164;171;220;261;240;299;405;439;303;269;143;132;85;18;2;3583
2024;ICD10-B15;    Akute Virushepatitis A;3;17;34;22;19;13;33;42;28;16;22;12;9;16;35;17;11;6;4;4;6;0;369;0;11;30;23;13;9;23;31;26;11;13;14;14;23;33;8;16;10;11;6;3;0;328;3;28;64;45;32;22;56;73;54;27;35;26;23;39;68;25;27;16;15;10;9;0;697
2024;ICD10-B16;    Akute Virushepatitis B;0;2;0;1;2;3;7;19;25;34;41;32;29;36;25;13;16;8;1;0;0;0;294;0;0;1;0;1;0;2;2;2;20;8;9;12;8;6;5;4;3;2;1;0;0;86;0;2;1;1;3;3;9;21;27;54;49;41;41;44;31;18;20;11;3;1;0;0;380
2024;ICD10-B17;    Sonstige akute Virushepatitis;4;7;8;7;10;6;23;26;43;65;74;89;125;165;182;138;129;63;58;34;5;1;1262;6;5;5;3;16;11;18;28;25;34;50;37;74;115;111;92;60;41;37;25;3;1;797;10;12;13;10;26;17;41;54;68;99;124;126;199;280;293;230;189;104;95;59;8;2;2059
2024;ICD10-B18;    Chronische Virushepatitis;0;0;0;1;4;0;3;5;15;24;29;33;18;31;26;19;10;7;5;3;1;0;234;1;0;0;0;0;0;2;6;7;10;19;12;14;7;18;9;18;4;11;9;0;0;147;1;0;0;1;4;0;5;11;22;34;48;45;32;38;44;28;28;11;16;12;1;0;381
2024;ICD10-B19;    Nicht näher bezeichnete Virushepatitis;0;1;1;2;3;2;0;3;0;4;2;1;2;1;2;0;3;1;2;2;0;0;32;0;1;1;3;3;2;4;2;0;2;3;1;2;3;1;2;2;0;1;1;0;0;34;0;2;2;5;6;4;4;5;0;6;5;2;4;4;3;2;5;1;3;3;0;0;66
2024;ICD10-B20-B24;  HIV-Krankheit;0;2;2;0;2;2;12;15;45;55;67;60;66;74;66;31;16;1;2;1;0;0;519;1;0;1;0;0;0;4;3;8;27;32;34;18;19;18;7;4;3;0;0;0;0;179;1;2;3;0;2;2;16;18;53;82;99;94;84;93;84;38;20;4;2;1;0;0;698
2024;ICD10-B20;    Infektiöse u.parasitäre Krankh.infolge HIV-Krankh.;0;0;0;0;0;0;5;5;24;28;25;19;21;41;22;9;5;0;0;1;0;0;205;0;0;0;0;0;0;1;2;3;10;15;11;6;9;5;2;0;1;0;0;0;0;65;0;0;0;0;0;0;6;7;27;38;40;30;27;50;27;11;5;1;0;1;0;0;270
2024;ICD10-B21;    Bösartige Neubildungen infolge HIV-Krankheit;0;0;0;0;0;0;0;1;1;3;4;0;3;0;2;3;0;0;1;0;0;0;18;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;1;1;2;4;4;1;3;0;2;4;0;0;1;0;0;0;23
2024;ICD10-B22;    Sonst. näher bezeichn. Krankheiten infolge HIV-Kh.;0;0;0;0;0;0;2;3;10;10;12;20;13;17;21;13;5;1;1;0;0;0;128;0;0;0;0;0;0;0;0;1;6;8;9;2;4;9;4;3;1;0;0;0;0;47;0;0;0;0;0;0;2;3;11;16;20;29;15;21;30;17;8;2;1;0;0;0;175
2024;ICD10-B23;    Sonstige Krankheitszustände infolge HIV-Krankheit;0;0;0;0;0;1;4;3;6;6;14;14;13;8;14;4;2;0;0;0;0;0;89;1;0;0;0;0;0;0;0;3;4;4;7;6;4;2;0;1;0;0;0;0;0;32;1;0;0;0;0;1;4;3;9;10;18;21;19;12;16;4;3;0;0;0;0;0;121
2024;ICD10-B24;    Nicht näher bezeichnete HIV-Krankheit;0;2;2;0;2;1;1;3;4;8;12;7;16;8;7;2;4;0;0;0;0;0;79;0;0;1;0;0;0;2;1;0;6;5;6;4;2;2;0;0;1;0;0;0;0;30;0;2;3;0;2;1;3;4;4;14;17;13;20;10;9;2;4;1;0;0;0;0;109
2024;ICD10-B25-B34;  Sonstige Viruskrankheiten;1398;1535;1069;714;788;553;1011;532;419;371;261;210;201;248;301;286;275;236;279;188;50;8;10933;1195;1271;832;828;1183;618;946;494;386;352;277;188;206;271;233;213;198;167;208;189;44;19;10318;2593;2806;1901;1542;1971;1171;1957;1026;805;723;538;398;407;519;534;499;473;403;487;377;94;27;21251
2024;ICD10-B25;    Zytomegalie;37;29;20;9;5;6;29;50;70;67;46;42;62;73;124;94;87;55;35;11;2;0;953;34;15;11;16;15;14;36;35;27;52;44;38;50;70;73;71;64;38;29;17;2;1;752;71;44;31;25;20;20;65;85;97;119;90;80;112;143;197;165;151;93;64;28;4;1;1705
2024;ICD10-B26;    Mumps;1;5;6;2;2;2;4;0;3;0;1;1;1;1;1;0;1;1;0;1;0;0;33;1;4;6;1;1;0;3;2;2;1;3;0;2;2;0;1;2;0;1;3;0;0;35;2;9;12;3;3;2;7;2;5;1;4;1;3;3;1;1;3;1;1;4;0;0;68
2024;ICD10-B27;    Infektiöse Mononukleose;20;469;508;366;604;461;836;376;217;155;87;56;40;46;41;31;13;5;9;4;3;0;4347;13;314;378;539;971;552;783;324;204;120;84;50;40;43;35;28;15;11;9;3;1;1;4518;33;783;886;905;1575;1013;1619;700;421;275;171;106;80;89;76;59;28;16;18;7;4;1;8865
2024;ICD10-B30;    Viruskonjunktivitis;1;6;0;1;0;1;1;2;0;2;2;0;0;0;1;1;0;0;0;0;0;0;18;2;3;3;0;1;0;1;1;0;2;2;0;0;3;1;1;0;0;0;0;0;0;20;3;9;3;1;1;1;2;3;0;4;4;0;0;3;2;2;0;0;0;0;0;0;38
2024;ICD10-B33;    Sonstige Viruskrankheiten, ao. nicht klassifiziert;5;4;5;1;5;4;5;4;3;1;3;4;2;5;6;4;3;4;10;5;0;0;83;5;7;2;2;6;0;6;3;3;4;4;2;2;3;6;7;7;2;8;15;4;1;99;10;11;7;3;11;4;11;7;6;5;7;6;4;8;12;11;10;6;18;20;4;1;182
2024;ICD10-B34;    Viruskrankheit nicht näher bezeichn. Lokalisation;1334;1022;530;335;172;79;136;100;126;146;122;107;96;123;128;156;171;171;225;167;45;8;5499;1140;928;432;270;189;52;117;129;150;173;140;98;112;150;118;105;110;116;161;151;37;16;4894;2474;1950;962;605;361;131;253;229;276;319;262;205;208;273;246;261;281;287;386;318;82;24;10393
2024;ICD10-B35-B49;  Mykosen;91;54;81;51;38;25;54;69;102;146;174;187;276;450;657;648;720;617;602;385;88;29;5544;86;43;38;31;28;21;58;75;92;128;130;160;202;350;413;504;512;484;623;364;121;21;4484;177;97;119;82;66;46;112;144;194;274;304;347;478;800;1070;1152;1232;1101;1225;749;209;50;10028
2024;ICD10-B35;    Dermatophytose (Tinea);5;25;64;31;17;10;13;19;13;18;16;9;10;18;12;17;16;15;17;12;5;1;363;8;15;21;11;6;2;4;10;4;4;7;7;9;11;12;8;16;15;13;8;3;1;195;13;40;85;42;23;12;17;29;17;22;23;16;19;29;24;25;32;30;30;20;8;2;558
2024;ICD10-B36;    Sonstige oberflächliche Mykosen;1;0;3;1;1;1;1;2;1;2;0;0;2;4;4;5;2;2;1;2;0;0;35;2;0;1;0;0;0;2;0;1;3;1;0;2;1;1;4;2;1;6;3;0;1;31;3;0;4;1;1;1;3;2;2;5;1;0;4;5;5;9;4;3;7;5;0;1;66
2024;ICD10-B37;    Kandidose;80;25;10;10;11;13;20;28;42;52;69;88;153;236;333;357;449;424;445;292;79;26;3242;73;25;13;11;16;16;35;43;60;74;75;98;100;182;229;304;319;331;480;301;105;16;2906;153;50;23;21;27;29;55;71;102;126;144;186;253;418;562;661;768;755;925;593;184;42;6148
2024;ICD10-B38;    Kokzidioidomykose;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;4
